0,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Control_7,Control_8,Control_9,Control_10,Control_11,Control_12,Control_13,Control_14,Control_15,Control_16,Control_17,Control_18,Control_19,Control_20,sALS_21,sALS_22,sALS_23,sALS_24,sALS_25,sALS_26,sALS_27,sALS_28,sALS_29,sALS_30,sALS_31,sALS_33,sALS_34,sALS_35,sALS_36,sALS_37,sALS_38,sALS_39,sALS_40,Control_51
chr22_41885876,0.84,0.81,0.84,0.9,0.95,0.9,1.0,0.86,0.94,0.96,0.83,0.95,0.88,0.81,0.92,0.87,0.78,0.72,0.87,0.86,0.76,0.8365789473684211,0.93,0.73,0.7,0.8365789473684211,0.71,0.85,0.85,0.82,0.6,0.85,0.83,0.61,0.89,0.72,0.85,0.84,0.86,0.9
chr6_134866797,0.33,0.17,0.3,0.2,0.22,0.13,0.23,0.37,0.24,0.44,0.24,0.25,0.26,0.06,0.35,0.5,0.25,0.23,0.25,0.43,0.36,0.4,0.19,0.24,0.29,0.6,0.44,0.32,0.28,0.31,0.29,0.3,0.46,0.36,0.38,0.35,0.27,0.5,0.29,0.23
chr1_161606618,0.78,0.76,0.37,0.62,0.81,0.58,0.78,0.81,0.44,0.59,0.33,0.69,0.78,0.27,0.4,0.7,0.42,0.71,0.9,0.74,0.61,0.37,0.4,0.46,0.66,0.56,0.27,0.59,0.55,0.31,0.58,0.54,0.53,0.5,0.77,0.37,0.68,0.34,0.38,0.55
chr14_32938132,0.38,0.2,0.4,0.34,0.39,0.08,0.61,0.56,0.31,0.15,0.41,0.45,0.42,0.48,0.48,0.27,0.39,0.34,0.09,0.5,0.07,0.02,0.29,0.38,0.14,0.15,0.11,0.09,0.76,0.52,0.16,0.16,0.19,0.17,0.14,0.26,0.56,0.14,0.35,0.73
chr17_76021699,0.71,0.8,0.71,0.88,0.73,0.72,0.8,0.85,0.667948717948718,0.86,0.56,0.81,0.81,0.63,0.73,0.6,0.8,0.56,0.54,0.83,0.75,0.46,0.51,0.65,0.88,0.62,0.62,0.52,0.21,0.63,0.71,0.72,0.72,0.48,0.71,0.44,0.53,0.71,0.47,0.78
chr1_153344654,0.58,0.61,0.71,0.75,0.7,0.74,0.88,0.75,0.68,0.82,0.74,0.83,0.5,0.77,0.75,0.78,0.76,0.42,0.86,0.65,0.6,0.61,0.69,0.71,0.52,0.87,0.76,0.61,0.55,0.42,0.7,0.62,0.73,0.72,0.66,0.68,0.7,0.6,0.55,0.63
chr15_62224309,0.67,0.69,0.75,0.61,0.68,0.66,0.72,0.65,0.62,0.88,0.58,0.9,0.65,0.38,0.61,0.66,0.44,0.64,0.33,0.74,0.47,0.47,0.39,0.67,0.65,0.52,0.62,0.41,0.62,0.61,0.7,0.59,0.49,0.31,0.43,0.56,0.66,0.48,0.66,0.63
chr17_21702901,0.83,0.9,0.67,0.81,0.0,0.73,0.68,0.0,0.82,0.75,0.0,0.69,0.8,0.13,0.91,0.0,0.53,0.82,0.7,0.83,0.66,0.0,0.0,0.0,0.65,0.01,0.71,0.66,0.5,0.96,0.03,0.0,0.74,0.1,0.89,0.59,0.66,0.66,0.8,0.63
chr6_20302391,0.0,0.45,0.59,0.41,0.43,0.48,0.0,0.44,0.31,0.91,0.0,0.0,0.55,0.33,0.46,0.0,0.9,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.42,0.0,0.54,0.48,0.0,0.55,0.46,0.57,0.02,0.51,0.0,0.0,0.0,0.0,0.91,0.53
chr5_141340947,0.56,0.58,0.73,0.79,0.59,0.8,0.6,0.64,0.64,0.64,0.7,0.61,0.84,0.85,0.52,0.78,0.57,0.56,0.79,0.67,0.51,0.44,0.75,0.67,0.54,0.62,0.57,0.53,0.77,0.39,0.55,0.73,0.53,0.64,0.45,0.61,0.55,0.58,0.82,0.72
chr19_4542969,0.1,0.15,0.2,0.15,0.1,0.45,0.06,0.34,0.18,0.03,0.25,0.08,0.04,0.27,0.38,0.2,0.12,0.14,0.23,0.17,0.24,0.13,0.32,0.52,0.2,0.19,0.3,0.07,0.44,0.5,0.3,0.13,0.53,0.5,0.25,0.19,0.4,0.38,0.33,0.08
chr22_19717629,0.61,0.6497435897435898,0.47,0.71,0.89,0.71,0.57,0.62,0.87,0.53,0.71,0.75,0.7,0.69,0.68,0.82,0.57,0.63,0.64,0.77,0.66,0.61,0.61,0.5,0.72,0.61,0.67,0.5,0.5,0.76,0.48,0.64,0.67,0.67,0.7,0.56,0.6,0.63,0.61,0.7
chr14_24252459,0.48,0.0,0.11,0.52,0.44,0.4,0.0,0.0,0.53,0.33,0.39,0.0,0.94,0.51,0.91,0.45,0.51,0.0,0.0,0.0,0.37,0.0,0.46,0.0,0.32,0.0,0.0,0.0,0.37,0.52,0.47,0.93,0.0,0.0,0.0,0.47,0.33,0.0,0.0,0.37
chr10_2522120,0.42,0.75,0.56,0.05,0.0,0.11,0.0,0.62,0.29750000000000004,0.29750000000000004,0.55,0.0,0.65,0.76,0.28,0.29750000000000004,0.29750000000000004,0.8,0.09,0.0,0.45,0.0,0.0,0.58,0.0,0.61,0.0,0.58,0.65,0.7,0.08,0.0,0.1,0.0,0.19,0.0,0.56,0.0,0.0,0.57
chr12_132362839,0.48,0.0,0.0,0.0,0.0,0.5,0.41,0.48,0.0,0.34,0.47,0.32,0.58,0.38,0.2,0.6,0.4,0.79,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.8,0.0,0.0,0.0,0.36,0.43,0.47,0.31,0.0,0.49,0.89
chr9_96924986,0.68,0.86,0.8,0.84,0.92,0.92,0.75,0.84,0.84,0.85,0.87,0.74,0.85,0.78,0.87,0.56,0.88,0.79,0.88,0.89,0.83,0.86,0.7,0.7,0.71,0.87,0.69,0.81,0.94,0.4,0.82,0.82,0.86,0.68,0.84,0.64,0.77,0.69,0.91,0.78
chr22_49925493,0.17,0.26,0.1,0.05,0.11,0.13,0.23,0.3,0.17,0.25,0.16,0.05,0.23,0.07,0.1,0.21,0.26,0.05,0.08,0.25,0.06,0.19,0.29,0.46,0.17,0.32,0.5,0.1,0.13,0.1,0.37,0.21,0.51,0.0,0.16,0.07,0.15,0.35,0.25,0.08
chr11_72821934,0.72,0.92,0.75,0.84,1.0,0.86,0.79,0.92,0.88,0.92,0.8,0.86,0.94,0.72,0.7,0.84,0.86,0.95,0.73,0.88,0.9,0.72,0.67,0.64,0.72,0.92,0.58,0.78,0.7902564102564102,0.85,0.71,0.7,0.71,0.86,0.6,0.86,0.62,0.72,0.61,0.77
chr14_91159785,0.61,0.48,0.53,0.47,0.53,0.68,0.6,0.54,0.63,0.63,0.34,0.62,0.46,0.53,0.54,0.68,0.66,0.43,0.45,0.35,0.69,0.47,0.66,0.87,0.66,0.58,0.85,0.5,0.73,0.81,0.63,0.52,0.7,0.57,0.42,0.6,0.75,0.71,0.72,0.61
chr1_25051879,0.54,0.4,0.3,0.42,0.48,0.56,0.26,0.33,0.42,0.31,0.19,0.33,0.22,0.38,0.45,0.63,0.7,0.7,0.42,0.2,0.27,0.6,0.45,0.74,0.75,0.25,0.55,0.45,0.76,0.36,0.5,0.4,0.54,0.41,0.27,0.47,0.57,0.74,0.65,0.1
chr16_33516764,0.77,0.36,0.65,0.58,0.81,0.55,0.78,0.68,0.78,0.95,0.42,0.64,0.56,0.72,0.57,0.54,0.54,0.75,0.47,0.55,0.53,0.44,0.23,0.72,0.73,0.7,0.5,0.37,0.5,0.66,0.65,0.5,0.39,1.0,0.61,0.52,0.62,0.56,0.61,0.62
chr4_804983,0.68,0.66,0.65,0.67,0.69,0.72,0.64,0.68,0.48,0.86,0.52,0.8,0.69,0.63,0.69,0.47,0.58,0.72,0.68,0.72,0.51,0.44,0.69,0.65,0.59,0.8,0.48,0.5,0.65,0.61,0.66,0.68,0.65,0.67,0.48,0.63,0.71,0.7,0.61,0.67
chr10_124648856,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.03,0.03,0.14,0.0,0.01,0.36,0.0,0.09,0.0,0.01,0.02,0.32,0.09,0.1,0.0,0.03,0.11,0.05,0.0
chr1_33348191,0.45,0.36,0.4,0.56,0.53,0.46,0.58,0.67,0.5,0.29,0.53,0.58,0.5,0.37,0.48,0.61,0.35,0.52,0.45,0.61,0.25,0.45,0.59,0.37,0.41,0.4436842105263157,0.4436842105263157,0.41,0.52,0.5,0.33,0.38,0.28,0.33,0.43,0.2,0.36,0.44,0.36,0.45
chr17_39928119,0.33,0.31,0.66,0.65,0.57,0.55,0.42,0.34,0.59,0.46,0.42,0.54,0.36,0.66,0.52,0.43,0.36,0.59,0.51,0.55,0.27,0.4,0.59,0.37,0.46,0.35,0.24,0.39,0.52,0.34,0.21,0.35,0.43,0.09,0.57,0.41,0.41,0.39,0.36,0.46
chr17_18981944,0.83,0.83,0.7730555555555557,0.7730555555555557,1.0,0.93,0.85,0.91,0.9,0.71,0.68,0.76,0.75,0.75,0.8,0.91,0.8,0.83,0.6,0.9,0.8,0.82,0.84,0.51,0.83,0.82,0.58,0.6,0.81,0.83,0.73,0.55,0.75,0.7730555555555557,0.7730555555555557,0.62,0.73,0.82,0.76,0.69
chr20_30489183,0.03,0.15,0.27,0.13,0.3,0.17,0.51,0.27,0.41,0.65,0.19,0.62,0.43,0.16,0.29,0.22,0.36,0.13,0.13,0.57,0.15,0.39,0.38,0.6,0.07,0.41,0.28,0.17,0.8,0.25,0.52,0.4,0.38,0.35,0.3,0.26,0.84,0.24,0.09,0.23
chr2_201619224,0.25,0.27,0.56,0.48,0.2,0.36,0.23,0.37,0.28,0.65,0.26,0.42,0.45,0.3,0.21,0.45,0.45,0.35,0.26,0.41,0.32,0.28,0.33,0.28,0.35,0.19,0.26,0.3,0.26,0.25,0.4,0.32,0.18,0.4,0.13,0.16,0.16,0.4,0.24,0.26
chr13_113109585,0.21,0.36,0.19,0.08,0.15,0.13,0.03,0.25,0.22,0.07,0.06,0.34,0.12,0.12,0.06,0.21,0.23,0.19,0.06,0.32,0.32,0.14,0.15,0.33,0.27,0.17,0.53,0.2,0.2,0.33,0.24,0.14,0.4,0.24,0.14,0.33,0.13,0.33,0.18,0.05
chr19_43902089,0.29,0.41,0.17,0.6,0.33,0.44,0.17,0.41,0.4,0.07,0.31,0.57,0.42,0.64,0.34,0.64,0.42,0.36,0.66,0.2,0.27,0.48,0.29,0.2,0.35,0.27,0.19,0.47,0.35000000000000003,0.41,0.31,0.12,0.4,0.15,0.25,0.3,0.59,0.21,0.08,0.46
chr20_723874,0.0,0.82,0.62,0.75,0.82,0.87,0.84,0.81,0.8,0.79,0.0,0.95,0.77,0.8,0.85,0.65,0.82,0.61,0.38,0.9,0.0,0.68,0.86,0.77,0.85,0.93,0.39,0.47,0.34,0.0,0.42,0.78,0.8,0.66,0.76,0.82,0.64,0.41,0.81,0.93
chr3_193874715,0.25,0.05,0.15,0.05,0.05,0.28,0.17,0.45,0.05,0.1,0.15,0.07,0.11,0.05,0.14,0.0,0.28,0.17710526315789474,0.31,0.05,0.17,0.05,0.33,0.36,0.25,0.0,0.14,0.0,0.2,0.15,0.25,0.05,0.53,0.17710526315789474,0.33,0.18,0.38,0.22,0.38,0.0
chr1_2334682,0.82,0.84,0.81,0.88,0.88,0.89,0.85,0.88,0.87,0.45,0.83,0.48,0.85,0.81,0.88,0.92,0.77,0.85,0.9,0.87,0.82,0.79,0.5,0.82,0.8,0.95,0.45,0.92,0.72,0.34,0.0,0.94,0.9,0.24,0.92,0.34,0.82,0.9,0.92,0.82
chr1_211639687,0.81,0.74,0.05,0.35,0.84,0.71,0.83,0.83,0.87,0.0,0.54,0.88,0.83,0.48,0.02,0.88,0.91,0.61,0.44,0.9,0.39,0.67,0.43,0.27,0.84,0.79,0.79,0.49,0.8,0.77,0.77,0.45,0.73,0.0,0.0,0.0,0.0,0.78,0.79,0.0
chr6_160279131,0.57,0.59,0.51,0.7,0.56,0.45,0.5,0.59,0.65,0.78,0.56,0.57,0.57,0.61,0.57,0.66,0.41,0.6,0.13,0.75,0.72,0.4,0.42,0.52,0.52,0.33,0.5,0.33,0.18,0.2,0.53,0.63,0.42,0.57,0.5,0.47,0.63,0.68,0.36,0.48
chr9_38487645,0.5,0.72,0.4,0.45,0.59,0.6,0.5,0.8,0.42,0.66,0.16,0.75,0.86,0.46,0.42,0.57,0.29,0.66,0.62,0.44,0.37,0.19,0.23,0.5,0.67,0.32,0.19,0.41,0.46,0.64,0.42,0.59,0.54,0.67,0.42,0.27,0.51,0.29,0.65,0.31
chr1_2876053,0.18,0.29,0.36,0.23,0.47,0.34,0.32,0.44,0.41,0.18,0.21,0.19,0.41,0.28,0.2,0.33,0.18,0.4,0.16,0.46,0.5,0.21,0.39,0.37,0.5,0.32,0.34,0.33,0.35,0.3,0.45,0.46,0.34,0.3,0.25,0.5,0.43,0.4,0.46,0.45
chr6_52283321,0.72,0.66,0.71,0.85,0.75,0.68,0.83,0.78,0.66,0.77,0.68,0.73,0.77,0.65,0.85,0.73,0.71,0.77,0.78,0.94,0.69,0.9,0.77,0.88,0.7,0.68,0.77,0.71,0.73,0.83,0.84,0.7,0.72,0.8,0.94,0.9,0.84,0.9,0.75,0.59
chr9_132192930,0.7,0.5,0.65,0.83,0.63,0.73,0.77,0.72,0.7,0.66,0.56,0.84,0.72,0.76,0.44,0.77,0.54,0.61,0.8,0.5,0.68,0.36,0.65,0.39,0.61,0.65,0.5,0.52,0.35,0.53,0.79,0.6,0.45,0.68,0.62,0.55,0.48,0.47,0.6,0.34
chr9_136522692,0.16,0.0,0.09,0.08,0.1,0.32,0.2,0.34,0.2,0.2,0.25,0.15,0.1,0.14,0.25,0.09,0.09,0.24,0.26,0.15,0.21,0.2,0.42,0.42,0.1,0.09,0.36,0.13,0.25,0.21512820512820513,0.38,0.09,0.5,0.5,0.26,0.1,0.28,0.46,0.08,0.15
chr5_178387724,0.86,0.76,0.76,0.79,0.72,0.79,0.86,0.7,0.7,0.87,0.9,0.93,0.75,0.72,0.8,0.82,0.86,0.58,0.82,0.89,0.76,0.69,0.78,0.69,0.89,0.79,0.41,0.8,0.8,0.66,0.81,0.65,0.68,0.77,0.72,0.83,0.81,0.76,0.65,0.84
chr2_173298127,0.85,0.83,0.84,0.78,0.8,0.82,0.72,0.84,0.94,0.91,0.59,0.73,0.73,0.7,0.8,0.7,0.68,0.69,0.92,0.9,0.7,0.5,0.72,0.66,0.71,0.8,0.8,0.73,0.77,0.7551282051282052,0.69,0.7,0.58,0.7,0.92,0.75,0.62,0.82,0.67,0.84
chr4_1228060,0.12,0.06,0.02,0.05,0.09,0.11,0.1,0.21,0.04,0.03,0.07,0.06,0.05,0.05,0.1,0.02,0.15,0.14,0.26,0.1,0.13,0.1,0.08,0.29,0.15,0.03,0.27,0.05,0.22,0.16,0.22,0.1,0.32,0.19,0.15,0.08,0.24,0.18,0.17,0.0
chr9_6693055,0.87,0.93,0.6,0.68,0.0,0.0,0.96,0.8,0.96,0.85,0.47,1.0,0.51,0.92,0.7,0.95,0.81,0.83,0.92,0.91,0.78,0.7768421052631579,0.95,0.87,0.88,1.0,0.84,0.39,0.92,0.8,0.9,0.7768421052631579,0.75,0.86,0.86,0.82,0.75,0.84,0.77,0.87
chr11_119312300,0.74,0.96,0.68,0.88,0.93,0.75,0.83,0.94,0.72,0.86,0.83,0.87,0.9,0.74,0.77,0.9,0.76,0.76,0.76,0.87,0.69,0.75,0.81,0.73,0.64,0.78,0.76,0.79,0.77,0.64,0.81,0.76,0.85,0.75,0.78,0.89,0.76,0.74,0.68,0.7
chr6_134454340,0.59,0.0,0.55,0.48,0.0,0.0,0.6,0.95,0.93,0.52,0.46,0.96,0.93,0.86,0.0,0.51,0.56,0.93,0.53,0.48,0.45,0.0,0.62,0.0,0.53,0.0,0.47,0.51,0.4,0.5,0.87,0.4,0.19,0.06,1.0,0.43,0.94,0.62,0.34,0.9
chr12_67222508,0.58,0.46,0.59,0.3,0.47,0.57,0.45,0.65,0.54,0.74,0.53,0.62,0.43,0.44,0.38,0.32,0.65,0.48,0.64,0.61,0.53,0.4815384615384616,0.42,0.34,0.46,0.63,0.29,0.55,0.47,0.22,0.4,0.5,0.36,0.46,0.55,0.55,0.31,0.25,0.58,0.46
chr15_45397730,0.88,0.96,0.78,0.91,0.87,0.89,0.88,0.86,0.85,0.6,0.45,0.94,0.4,0.42,0.9,0.95,0.76,0.68,0.94,0.5,0.69,0.35,0.9,0.0,0.95,0.96,0.36,0.9,0.76,0.47,0.48,0.92,0.38,0.9,0.86,0.93,0.84,0.7,0.31,0.84
chr5_160165749,0.44,0.36,0.05,0.09,0.37,0.0,0.09,0.0,0.05,0.05,0.05,0.04,0.06,0.63,0.28,0.15,0.05,0.38,0.31,0.2,0.01,0.36,0.43,0.05,0.04,0.77,0.44,0.47,0.23076923076923078,0.0,0.42,0.0,0.48,0.05,0.15,0.42,0.47,0.17,0.1,0.52
chr14_65282754,0.6,0.58,0.42,0.52,0.6,0.68,0.56,0.44,0.62,0.63,0.48,0.77,0.45,0.57,0.52,0.77,0.71,0.8,0.53,0.65,0.47,0.31,0.41,0.35,0.59,0.45,0.3,0.57,0.42,0.21,0.44,0.57,0.53,0.68,0.56,0.64,0.32,0.48,0.6,0.61
chr2_237923774,0.08,0.25,0.2,0.1,0.21,0.25,0.18,0.27,0.13,0.45,0.14,0.19,0.2,0.15,0.16,0.16,0.29,0.23,0.12,0.15,0.23,0.21,0.22,0.32,0.31,0.05,0.41,0.24,0.36,0.34,0.29,0.32,0.45,0.41,0.38,0.35,0.2,0.36,0.18,0.13
chr1_7945048,0.04,0.08,0.15,0.0,0.16,0.17815789473684213,0.18,0.06,0.06,0.25,0.26,0.09,0.0,0.0,0.16,0.06,0.35,0.11,0.23,0.12,0.25,0.11,0.08,0.31,0.2,0.04,0.31,0.16,0.5,0.17,0.26,0.33,0.4,0.15,0.3,0.05,0.13,0.33,0.33,0.17815789473684213
chr3_139005821,0.7,0.61,0.72,0.81,0.73,0.74,0.83,0.76,0.53,0.78,0.69,0.72,0.79,0.53,0.59,0.58,0.5,0.47,0.95,0.82,0.56,0.61,0.65,0.64,0.8,0.76,0.46,0.62,0.59,0.55,0.7,0.59,0.61,0.66,0.72,0.69,0.72,0.46,0.59,0.57
chr8_32219982,0.16,0.32,0.07,0.25,0.36,0.2,0.06,0.32,0.64,0.42,0.33,0.2,0.17,0.15,0.28,0.0,0.23,0.23,0.58,0.25,0.25,0.18,0.29,0.26,0.17,0.11,0.21948717948717955,0.27,0.09,0.06,0.07,0.0,0.25,0.26,0.16,0.16,0.15,0.25,0.11,0.25
chr5_178231836,0.42,0.16,0.33,0.44,0.4,0.48,0.42,0.46,0.69,0.71,0.75,0.36,0.37,0.56,0.53,0.25,0.33,0.33,0.18,0.45,0.39,0.26,0.31,0.52,0.33,0.25,0.33,0.43,0.4,0.5,0.47,0.19,0.34,0.57,0.28,0.41,0.32,0.42,0.37,0.47
chr20_54164552,0.84,0.75,0.62,0.65,0.75,0.68,0.81,0.84,0.88,0.83,0.78,0.87,0.84,0.88,0.81,0.79,0.7,0.73,0.68,0.86,0.69,0.21,0.84,0.64,0.77,0.8,0.71,0.86,0.0,0.4,0.77,0.74,0.71,0.84,0.79,0.44,0.8,0.85,0.84,0.71
chr8_22048076,0.29,0.48,0.15,0.15,0.53,0.54,0.18,0.52,0.3,0.3,0.17,0.44,0.33,0.25,0.31,0.47,0.7,0.51,0.08,0.43,0.63,0.44,0.62,0.39,0.57,0.44,0.45,0.42,0.54,0.35,0.37,0.42,0.5,0.57,0.5,0.4,0.37,0.4,0.38,0.29
chr12_107657628,0.8,0.91,0.87,0.5,0.96,0.88,0.84,0.85,0.57,0.83,1.0,0.96,0.91,0.88,0.92,0.9,0.35,0.83,0.83,0.93,0.89,0.77,0.83,0.77,0.47,0.88,0.31,0.78,0.76,0.82,0.82,0.86,0.82,0.41,0.86,0.52,0.43,0.34,0.91,0.92
chr16_88229904,0.73,0.7,0.9,0.46,0.7828947368421052,0.1,0.96,0.86,0.94,0.76,0.85,0.84,0.84,0.92,0.7828947368421052,0.85,0.77,0.27,0.92,0.8,0.85,0.83,0.82,0.82,0.82,0.9,0.86,0.82,0.83,0.73,0.73,0.95,0.91,1.0,0.86,0.73,0.67,0.84,0.84,0.47
chr15_69143920,0.83,0.69,0.56,0.61,0.67,0.67,0.81,0.61,0.64,0.9,0.64,0.68,0.71,0.6,0.7,0.63,0.62,0.78,0.66,0.62,0.62,0.41,0.41,0.53,0.81,0.627948717948718,0.38,0.71,0.5,0.5,0.52,0.6,0.46,0.53,0.62,0.68,0.63,0.78,0.57,0.6
chr13_21260185,0.9,0.8,0.82,0.84,0.84,0.85,0.83,0.78,0.84,0.83,0.85,0.88,0.94,0.8,0.87,0.89,0.87,0.82,0.88,0.88,0.79,0.73,0.8,0.82,0.83,0.82,0.68,0.8,0.73,0.88,0.78,0.8,0.81,0.88,0.65,0.8,0.73,0.79,0.8,0.8
chr1_18784434,0.3,0.5,0.5,0.66,0.52,0.57,0.25,0.92,0.4,0.97,0.5,0.61,0.67,0.7,0.42,0.83,0.3,0.77,0.91,0.58,0.62,0.52,0.46,0.37,0.39,0.5535897435897434,0.42,0.43,0.77,0.84,0.6,0.56,0.52,0.61,0.28,0.11,0.88,0.31,0.48,0.54
chr20_49846134,0.66,0.4802564102564102,0.29,0.58,0.46,0.36,0.55,0.54,0.58,0.5,0.47,0.33,0.29,0.45,0.46,0.41,0.83,0.21,0.56,0.37,0.62,0.57,0.42,0.67,0.42,0.5,0.56,0.35,0.5,0.58,0.61,0.53,0.48,0.61,0.42,0.27,0.62,0.5,0.33,0.27
chr22_43136332,0.28,0.23,0.21,0.25,0.5,0.3,0.26,0.46,0.38,0.36,0.23,0.28,0.5,0.3,0.31,0.31,0.32,0.33,0.1,0.3,0.35,0.23,0.39,0.26,0.47,0.35,0.55,0.45,0.3,0.64,0.31,0.35,0.46,0.4,0.34,0.46,0.22,0.34,0.34,0.3
chr3_120306615,0.74,0.78,0.56,0.74,0.77,0.8,0.66,0.63,0.75,0.95,0.44,0.76,0.65,0.44,0.5,0.57,0.61,0.74,0.5,0.78,0.52,0.42,0.72,0.55,0.77,0.55,0.55,0.69,0.5,0.6,0.73,0.5,0.6,0.6,0.76,0.66,0.61,0.55,0.6,0.69
chr1_215282617,0.71,0.83,0.82,0.95,0.67,0.75,0.9,0.74,0.82,0.83,0.7,0.87,0.82,0.87,0.83,0.82,0.93,0.66,0.88,0.89,0.8,0.7765789473684209,0.76,0.75,0.84,0.75,0.4,0.88,0.76,0.81,0.54,0.72,0.7765789473684209,0.54,0.79,0.77,0.68,0.64,0.9,0.89
chr1_206584517,0.8,0.84,0.85,0.88,0.9,0.84,0.95,0.86,0.94,1.0,0.75,0.81,0.92,0.92,0.89,0.86,0.93,1.0,1.0,1.0,0.76,0.77,0.88,0.87,0.95,0.79,0.87,0.68,0.8657894736842104,0.8657894736842104,0.78,0.93,0.88,0.86,0.85,0.95,0.72,0.87,0.73,0.82
chr10_90872918,0.41,0.51,0.42,0.53,0.24,0.26,0.42,0.58,0.35,0.44,0.38,0.25,0.5,0.28,0.43,0.41,0.22,0.3,0.41,0.47,0.2,0.31,0.51,0.21,0.28,0.53,0.4,0.38,0.33,0.29,0.05,0.31,0.16,0.22,0.28,0.6,0.31,0.3,0.51,0.39
chr21_43761429,0.9,0.92,0.96,0.82,0.35,0.86,0.5,0.93,0.88,0.48,0.87,0.89,0.36,0.9,0.44,0.82,0.87,0.5,0.92,0.95,0.37,0.41,0.96,0.78,0.35,0.39,0.43,0.46,0.9,0.41,0.42,0.9,0.44,0.88,0.93,0.87,0.9,0.85,0.42,0.39
chr16_89534382,0.0,0.0,0.0,0.0,0.04,0.33,0.08,0.0,0.0,0.03,0.07,0.03,0.05,0.0,0.07,0.07,0.29,0.1,0.12,0.0,0.13,0.14,0.13,0.27,0.03,0.05,0.57,0.07,0.31,0.08,0.31,0.14,0.59,0.11,0.21,0.06,0.16,0.2,0.11,0.0
chr18_63585917,0.2,0.11,0.14,0.06,0.18,0.22,0.1,0.25,0.14,0.15,0.23,0.06,0.08,0.05,0.21,0.15,0.2,0.15,0.06,0.13,0.1,0.19,0.17,0.33,0.15,0.09,0.36,0.1,0.25,0.23,0.25,0.1,0.39,0.22,0.18,0.09,0.32,0.24,0.22,0.01
chr17_76274120,0.42,0.77,0.25,0.77,0.52,0.03,0.39,0.29,0.3,0.81,0.27,0.36,0.7,0.03,0.26,0.8,0.32,0.8,0.88,0.36,0.78,0.12,0.9,0.5,0.68,0.01,0.83,0.42,0.12,0.53,0.43,0.39,0.69,0.87,0.64,0.8,0.65,0.73,0.78,0.03
chr2_231052597,0.31,0.25,0.33,0.29,0.28,0.23,0.3,0.43,0.3,0.23,0.13,0.5,0.27,0.08,0.17,0.38,0.29,0.17,0.65,0.33,0.25,0.19,0.28,0.23,0.28,0.14,0.26,0.22,0.19,0.06,0.37,0.39,0.3,0.25,0.2,0.37,0.32,0.11,0.18,0.52
chr4_55794319,0.51,0.5,0.7,0.3,0.25,0.5,0.47,0.4,0.61,0.95,0.5,0.52,0.57,0.4,0.12,0.66,0.62,0.34,0.82,0.5,0.29,0.48,0.5,0.33,0.45,0.43,0.45,0.42,0.38,0.47,0.44,0.34,0.29,0.5,0.43,0.45,0.52,0.41,0.45,0.25
chr4_10456524,0.44,0.5,0.54,0.5,0.74,0.44,0.38,0.7,0.54,0.59,0.29,0.66,0.53,0.41,0.56,0.5,0.51,0.41,0.37,0.66,0.54,0.39,0.26,0.54,0.64,0.57,0.4,0.41,0.33,0.42,0.52,0.43,0.36,0.57,0.4,0.4,0.3,0.6,0.48,0.48
chr7_151081779,0.83,0.91,0.82,0.84,0.83,0.78,0.88,0.87,0.89,0.88,0.92,0.9,0.83,0.82,0.82,0.85,0.9,0.78,0.83,0.87,0.76,0.68,0.75,0.74,0.66,0.89,0.7,0.84,0.81,0.8,0.83,0.77,0.75,0.85,0.88,0.77,0.83,0.74,0.73,0.83
chr1_27972440,0.82,0.37,0.84,0.0,0.29,0.38,0.87,0.9,0.8,1.0,0.41,0.84,0.78,0.64,0.79,0.91,0.42,0.78,0.92,0.85,0.38,0.2,0.87,0.88,0.0,0.96,0.5,0.0,0.47,0.81,0.55,0.85,0.94,0.0,0.38,0.81,0.93,0.86,0.5,0.83
chr20_63567910,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.05,0.0,0.03,0.06,0.04,0.05,0.13,0.01,0.34,0.02,0.15,0.0,0.02,0.02,0.33,0.0,0.25,0.0,0.13,0.12,0.16,0.0
chr2_236643164,0.55,0.37,0.68,0.63,0.54,0.28,0.52,0.45,0.44,0.0,0.75,0.69,0.53,0.6,0.48,0.54,0.54,0.28,0.4,0.47,0.68,0.33,0.49,0.42,0.48,0.49,0.55,0.42,0.41,0.57,0.65,0.42,0.62,0.62,0.66,0.7,0.75,0.43,0.65,0.52
chr1_970917,0.27,0.08,0.12,0.13,0.61,0.22,0.15,0.36,0.44,0.64,0.26,0.32,0.07,0.2,0.1,0.34,0.34,0.2,0.34,0.19,0.17,0.14,0.08,0.13,0.31,0.24,0.08,0.14,0.2,0.0,0.23,0.17,0.25,0.24,0.13,0.1,0.0,0.11,0.4,0.23
